,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
139,4180,33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,0
140,4050,37,technician,married,unknown,no,47,no,no,unknown,19,jun,374,3,-1,0,unknown,0
141,4224,69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,1
142,2636,47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,0
143,4103,46,management,divorced,tertiary,no,25,no,no,unknown,26,may,103,2,-1,0,unknown,0
144,1029,32,technician,married,secondary,no,266,yes,no,cellular,19,aug,168,2,-1,0,unknown,0
145,3244,51,management,married,unknown,no,712,no,no,cellular,13,aug,287,2,-1,0,unknown,0
146,177,37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147,2,347,1,failure,0
147,1848,38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,1,failure,0
148,815,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown,0
149,3227,53,management,married,tertiary,no,1343,no,no,cellular,5,aug,129,4,-1,0,unknown,0
150,2144,29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,0
151,2630,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown,0
152,522,43,admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,0
153,3958,34,management,married,tertiary,no,2594,yes,no,cellular,21,nov,161,3,-1,0,unknown,0
154,1564,28,blue-collar,divorced,unknown,no,101,yes,no,unknown,28,may,126,4,-1,0,unknown,0
155,1934,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,1
156,3120,47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown,0
157,1037,43,management,married,tertiary,no,2767,yes,no,unknown,15,may,317,7,-1,0,unknown,0
158,358,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,1
159,3112,35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,unknown,0
160,2621,24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,0
161,3198,60,management,married,tertiary,no,759,no,no,cellular,14,aug,136,2,-1,0,unknown,0
162,2395,35,services,single,secondary,no,35,yes,no,cellular,14,may,152,1,-1,0,unknown,0
163,2508,42,student,married,unknown,no,-7,no,no,telephone,31,jul,41,6,-1,0,unknown,0
164,1676,40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,169,1,failure,0
165,3163,31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,5,-1,0,unknown,0
166,3627,56,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,0
167,262,39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,83,3,-1,0,unknown,0
168,837,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,1
169,2095,35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,0
170,51,37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,0
171,1028,31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,0
172,4057,28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,0
173,2916,32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,unknown,0
174,3077,45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,nov,275,2,-1,0,unknown,0
175,2023,48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown,0
176,2967,46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110,1,-1,0,unknown,0
177,4167,46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,-1,0,unknown,0
178,2757,59,retired,married,unknown,no,0,no,no,unknown,8,may,425,6,-1,0,unknown,0
179,2239,42,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,328,6,-1,0,unknown,0
180,909,34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,492,2,-1,0,unknown,0
181,4280,46,technician,divorced,secondary,no,435,yes,no,unknown,15,may,192,3,-1,0,unknown,0
182,3408,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,0
183,1836,31,blue-collar,single,primary,no,2488,yes,no,cellular,20,apr,14,1,-1,0,unknown,0
184,3920,42,technician,married,secondary,no,613,yes,no,cellular,11,may,432,2,-1,0,unknown,0
185,623,40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,0
186,269,56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,88,6,-1,0,unknown,0
187,932,39,management,divorced,tertiary,no,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,0
188,1909,33,technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,0
189,668,55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,0
190,1751,48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,unknown,0
191,3003,33,management,single,tertiary,no,23,no,no,cellular,20,aug,216,3,-1,0,unknown,0
192,1727,34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,unknown,1
193,164,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,1
194,2461,31,services,single,secondary,no,11386,yes,no,cellular,20,nov,356,1,-1,0,unknown,0
195,3861,50,services,married,secondary,no,961,no,yes,cellular,14,aug,757,4,-1,0,unknown,0
196,3798,38,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,0
197,2658,56,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,594,1,-1,0,unknown,0
198,1735,35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12,6,-1,0,unknown,0
199,1967,32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,0
200,1792,54,services,married,primary,no,8,yes,no,cellular,14,may,143,1,-1,0,unknown,0
201,586,32,self-employed,single,secondary,no,518,yes,no,cellular,18,may,34,7,-1,0,unknown,0
202,3597,45,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,0
203,1582,46,blue-collar,married,primary,no,2558,yes,no,telephone,20,nov,107,1,167,1,other,0
204,4055,29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,other,0
205,3020,25,services,single,secondary,no,64,no,no,cellular,21,jul,71,11,-1,0,unknown,0
206,3693,38,self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown,0
207,818,27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283,1,-1,0,unknown,0
208,997,34,management,single,tertiary,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure,0
209,1481,40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,0
210,1946,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,1
211,289,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,1
212,1039,42,management,single,secondary,no,9720,no,no,cellular,5,aug,81,2,-1,0,unknown,0
213,1763,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,1
214,319,26,unemployed,single,secondary,no,1064,no,no,unknown,31,may,113,1,-1,0,unknown,0
215,4102,31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,unknown,0
216,3556,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,1
217,3161,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,1
218,955,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,0
219,3890,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,1
220,3646,48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,0
221,4473,33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,0
222,2984,41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,105,1,-1,0,unknown,0
223,2547,60,management,married,secondary,no,725,yes,no,cellular,8,jul,266,1,-1,0,unknown,0
224,2856,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,0
225,4136,31,management,married,tertiary,no,430,yes,no,cellular,25,jul,137,16,-1,0,unknown,0
226,2350,34,technician,married,secondary,no,0,yes,no,cellular,29,aug,116,4,-1,0,unknown,0
227,588,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,0
228,754,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,0
229,2222,34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown,0
230,795,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,0
231,4109,40,blue-collar,married,primary,no,177,yes,yes,telephone,21,jul,742,4,-1,0,unknown,0
232,3602,36,technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,0
233,676,58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,0
234,4367,29,management,single,tertiary,no,4210,yes,no,cellular,18,may,119,1,-1,0,unknown,0
235,1749,40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,other,0
236,1026,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,0
237,4187,36,services,married,secondary,no,472,yes,no,unknown,19,jun,1017,1,-1,0,unknown,0
238,3475,32,technician,single,secondary,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,0
239,2962,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,1
240,1684,42,blue-collar,single,primary,no,1322,yes,yes,cellular,8,jul,178,1,-1,0,unknown,0
241,483,40,management,married,tertiary,no,0,no,no,cellular,14,jul,109,8,-1,0,unknown,0
242,870,57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,0
243,2250,50,management,married,tertiary,no,207,yes,no,cellular,4,feb,99,1,-1,0,unknown,0
244,582,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown,0
245,3349,26,management,married,tertiary,no,265,no,no,cellular,30,jan,650,2,-1,0,unknown,0
246,1509,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,1
247,2331,37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,0
248,1154,47,admin.,married,secondary,no,1934,no,yes,cellular,14,may,225,1,364,1,failure,0
249,2039,43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,0
250,492,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,1
251,3529,43,unknown,single,tertiary,no,2731,no,no,cellular,21,nov,11,7,-1,0,unknown,0
252,3692,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,0
253,4113,43,self-employed,single,tertiary,no,0,no,no,unknown,19,jun,147,1,-1,0,unknown,0
254,4257,32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,123,2,-1,0,unknown,0
255,2323,40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,unknown,0
256,2610,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,0
257,344,37,management,single,unknown,no,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,0
258,1440,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,1
259,4334,37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,unknown,0
260,1632,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,0
261,4324,50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,0
262,3639,57,management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,unknown,0
263,877,30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,0
264,2099,52,management,married,tertiary,no,6922,no,no,cellular,20,nov,371,1,-1,0,unknown,0
265,1733,56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,unknown,0
266,3694,44,management,married,secondary,yes,0,yes,no,cellular,11,jul,96,2,-1,0,unknown,0
267,1602,47,admin.,divorced,secondary,no,162,yes,no,unknown,9,may,203,4,-1,0,unknown,0
268,4269,45,blue-collar,married,primary,no,185,yes,no,cellular,29,jan,249,3,-1,0,unknown,0
269,2107,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,0
270,4249,35,admin.,married,tertiary,no,1145,yes,no,cellular,2,feb,82,2,-1,0,unknown,0
271,4151,32,services,single,secondary,no,2478,no,yes,cellular,20,nov,395,1,-1,0,unknown,0
272,4190,32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210,1,-1,0,unknown,0
273,2668,36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,0
274,2489,55,retired,married,primary,no,-966,no,yes,cellular,14,may,104,1,-1,0,unknown,0
275,4043,39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243,1,-1,0,unknown,0
276,2254,48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,unknown,0
277,388,32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown,0
278,3223,31,management,married,tertiary,no,0,no,no,unknown,14,may,298,1,-1,0,unknown,0
279,1504,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,1
280,722,32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,0
